"","temp.Cat","treatment","genotype","fragment.ID","species","chamber.channel","run","individual.ID","Temp.C","NP","R","GP"
"1",19,"deep","121","MA1h","PAST",2,1901,"MA1",19.4012564912277,1.05844121724942,-0.41252404139764,1.47096525864706
"2",19,"deep","221","MC1h","MCAV",9,1901,"MC1",19.3130194818544,0.948819258238081,-0.34713808915442,1.2959573473925
"3",19,"deep","322","MF2h","OFRA",3,1901,"MF2",19.4217820408714,1.0963884641488,-0.539351150020923,1.63573961416972
"4",19,"deep","422","ML2h","DLAB",6,1901,"ML2",19.3333166506946,1.3632092460282,-0.544479137725467,1.90768838375367
"5",19,"shallow","112","SA2h","PAST",5,1901,"SA2",19.339144942154,0.815611118963331,-0.299016420018963,1.11462753898229
"6",19,"shallow","211","SC1h","MCAV",4,1901,"SC1",19.4049343425093,0.798732387306077,-0.266605679430239,1.06533806673632
"7",19,"shallow","313","SF3h","OFRA",7,1901,"SF3",19.4957196914282,1.99335456261297,-0.843830738394988,2.83718530100796
"8",19,"shallow","413","SL3h","DLAB",8,1901,"SL3",19.2178676863203,1.20551521953849,-0.483027135009356,1.68854235454785
"9",19,"deep","123","MA3h","PAST",2,1902,"MA3",19.4895167883619,1.44166482522238,-0.43361355365908,1.87527837888146
"10",19,"deep","223","MC3h","MCAV",6,1902,"MC3",19.4182373381087,1.12575196802918,-0.351268950884349,1.47702091891352
"11",19,"deep","321","MF1h","OFRA",10,1902,"MF1",19.3733165894074,1.14488371254585,-0.541404882883343,1.6862885954292
"12",19,"deep","423","ML3h","DLAB",1,1902,"ML3",19.5409783141692,1.36019370755683,-0.57830475756498,1.93849846512181
"13",19,"shallow","111","SA1h","PAST",9,1902,"SA1",19.4374387602098,1.17017296644176,-0.504518696161779,1.67469166260354
"14",19,"shallow","213","SC3h","MCAV",8,1902,"SC3",19.3273755867443,0.52754643224255,-0.272552235604496,0.800098667847046
"15",19,"shallow","312","SF2h","OFRA",4,1902,"SF2",19.517543590734,1.07626685565647,-0.521763824714017,1.59803068037049
"16",19,"shallow","412","SL2h","DLAB",5,1902,"SL2",19.4272078960328,1.00158201183939,-0.507843392770334,1.50942540460972
"17",19,"deep","122","MA2h","PAST",4,1903,"MA2",19.5259166376569,0.987806412005825,-0.314416363809945,1.30222277581577
"18",19,"deep","222","MC2h","MCAV",1,1903,"MC2",19.3814150543369,0.893149290495285,-0.330866504823851,1.22401579531914
"19",19,"deep","323","MF3h","OFRA",9,1903,"MF3",19.4688538494037,1.29648095880798,-0.449090662478616,1.7455716212866
"20",19,"deep","421","ML1h","DLAB",10,1903,"ML1",19.4554085038848,1.36016648578647,-0.441878805485762,1.80204529127223
"21",19,"shallow","113","SA3h","PAST",7,1903,"SA3",19.6353644233903,0.837244927682224,-0.330332739304246,1.16757766698647
"22",19,"shallow","212","SC2h","MCAV",5,1903,"SC2",19.4251677819472,0.618123685617541,-0.162198543356636,0.780322228974177
"23",19,"shallow","311","SF1h","OFRA",6,1903,"SF1",19.242524370809,0.656166159300687,-0.33875433255391,0.994920491854598
"24",19,"shallow","411","SL1h","DLAB",2,1903,"SL1",19.445406834026,1.05268964214376,-0.521212654317199,1.57390229646096
"25",21,"deep","121","MA1d","PAST",1,2101,"MA1",21.4313216815846,1.16963034024425,-0.346890996286441,1.51652133653069
"26",21,"deep","221","MC1d","MCAV",6,2101,"MC1",21.3346388900926,0.701898919490718,-0.664235588203895,1.36613450769461
"27",21,"deep","322","MF2d","OFRA",2,2101,"MF2",21.3141103601389,0.955616181540174,-0.437956875689372,1.39357305722955
"28",21,"deep","423","ML3d","DLAB",9,2101,"ML3",21.3543173771345,1.37282113523705,-0.631776947715984,2.00459808295304
"29",21,"shallow","111","SA1d","PAST",8,2101,"SA1",21.22843859954,1.61026271210724,-0.512328146600336,2.12259085870758
"30",21,"shallow","212","SC2d","MCAV",4,2101,"SC2",21.2800682304275,1.09109012421516,-0.316559758239057,1.40764988245422
"31",21,"shallow","313","SF3d","OFRA",10,2101,"SF3",21.3894061503995,1.13925349398833,-0.371621244485088,1.51087473847341
"32",21,"shallow","413","SL3d","DLAB",7,2101,"SL3",21.4866997969098,2.16892225713192,-0.789464391235223,2.95838664836714
"33",21,"deep","123","MA3d","PAST",2,2102,"MA3",21.3546913650886,1.10879553711076,-0.457194324422309,1.56598986153307
"34",21,"deep","221","MC3d","MCAV",10,2102,"MC3",21.562943194722,1.09040976573188,-0.35564885145927,1.44605861719115
"35",21,"deep","323","MF3d","OFRA",7,2102,"MF3",21.8109491917141,1.61139666253424,-0.776184058250887,2.38758072078512
"36",21,"deep","422","ML2d","DLAB",5,2102,"ML2",21.3023130257722,1.45986365245228,-0.579180967822711,2.03904462027499
"37",21,"shallow","112","SA2d","PAST",4,2102,"SA2",21.2923555243154,0.936774488790461,-0.404776240030428,1.34155072882089
"38",21,"shallow","211","SC1d","MCAV",9,2102,"SC1",21.4101126499957,1.61439649526709,-0.457569546808439,2.07196604207553
"39",21,"shallow","311","SF1d","OFRA",3,2102,"SF1",21.3456845229046,1.22771729672263,-0.539080033711457,1.76679733043409
"40",21,"shallow","411","SL1d","DLAB",6,2102,"SL1",21.2980243609394,1.29019931261769,-0.694014226109393,1.98421353872708
"41",21,"deep","122","MA2d","PAST",6,2103,"MA2",21.5506171720112,0.430670078277027,-0.276250857653875,0.706920935930902
"42",21,"deep","222","MC2d","MCAV",9,2103,"MC2",21.6981714564298,1.0342152382691,-0.351639953607116,1.38585519187622
"43",21,"deep","321","MF1d","OFRA",1,2103,"MF1",21.3617957281801,1.41363625037035,-0.57840553494713,1.99204178531747
"44",21,"deep","421","ML1d","DLAB",7,2103,"ML1",21.7577710861378,2.51899886868009,-0.684017862222172,3.20301673090226
"45",21,"shallow","113","SA3d","PAST",10,2103,"SA3",21.6491651234362,1.09217093597292,-0.480665250977523,1.57283618695044
"46",21,"shallow","213","SC3d","MCAV",3,2103,"SC3",21.4176562910238,0.972163625826237,-0.290121790393977,1.26228541622021
"47",21,"shallow","312","SF2d","OFRA",2,2103,"SF2",21.3159365075692,1.08641242041632,-0.482442452974791,1.56885487339111
"48",21,"shallow","412","SL2d","DLAB",4,2103,"SL2",21.4807313177778,1.49184643892264,-0.465332140911789,1.95717857983442
"49",23,"deep","121","MA1c","PAST",7,2301,"MA1",23.3870853391127,1.41331202611958,-0.579213478241408,1.99252550436099
"50",23,"deep","221","MC1c","MCAV",5,2301,"MC1",23.1944192415106,0.913862025275666,-0.308525622408884,1.22238764768455
"51",23,"deep","321","MF1c","OFRA",9,2301,"MF1",23.3144942810748,1.28568588972273,-0.612444675711829,1.89813056543456
"52",23,"deep","423","ML3c","DLAB",2,2301,"ML3",23.1716544029706,0.969214292359474,-0.38829994624013,1.3575142385996
"53",23,"shallow","111","SA1c","PAST",6,2301,"SA1",23.1993224144729,1.31448557189622,-0.729891112687959,2.04437668458418
"54",23,"shallow","212","SC2c","MCAV",10,2301,"SC2",23.3406085535674,1.10313412518942,-0.497716827817187,1.60085095300661
"55",23,"shallow","313","SF3c","OFRA",8,2301,"SF3",23.2177268332433,1.12550867630659,-0.514757906575567,1.64026658288215
"56",23,"shallow","412","SL2c","DLAB",3,2301,"SL2",23.2663212418921,1.88119097476907,-0.841875291683875,2.72306626645295
"57",23,"deep","122","MA2c","PAST",8,2302,"MA2",23.1163090488822,0.700023097170311,-0.447164566328648,1.14718766349896
"58",23,"deep","223","MC3c","MCAV",2,2302,"MC3",23.3558086382283,1.33593368862563,-0.454033109293561,1.7899667979192
"59",23,"deep","323","MF3c","OFRA",10,2302,"MF3",23.2355921592581,1.13325933678331,-0.516561505391068,1.64982084217438
"60",23,"deep","421","ML1c","DLAB",5,2302,"ML1",23.2327647115508,1.99000489693487,-0.487329788664838,2.47733468559971
"61",23,"shallow","112","SA2c","PAST",1,2302,"SA2",23.4373790997428,1.2122187103674,-0.493747909269044,1.70596661963644
"62",23,"shallow","213","SC3c","MCAV",7,2302,"SC3",23.5380181108365,1.03382516807319,-0.367912707088205,1.40173787516139
"63",23,"shallow","311","SF1c","OFRA",3,2302,"SF1",23.3830523264856,1.28236931635967,-0.499787855352653,1.78215717171232
"64",23,"shallow","411","SL1c","DLAB",6,2302,"SL1",23.2340489458794,1.46888684021721,-0.678744234469515,2.14763107468673
"65",23,"deep","123","MA3c","PAST",10,2303,"MA3",23.4924094355107,0.984363869499056,-0.434015662644937,1.41837953214399
"66",23,"deep","222","MC2c","MCAV",4,2303,"MC2",23.4442847993886,0.80709217288372,-0.367428301062054,1.17452047394577
"67",23,"deep","322","MF2c","OFRA",1,2303,"MF2",23.4526231169607,1.31802147961331,-0.593591187137165,1.91161266675048
"68",23,"deep","422","ML2c","DLAB",8,2303,"ML2",23.478961586271,1.66417308357362,-0.501059631534075,2.16523271510769
"69",23,"shallow","113","SA3c","PAST",9,2303,"SA3",23.6706858414875,1.2296795086566,-0.452400534948917,1.68208004360552
"70",23,"shallow","211","SC1c","MCAV",5,2303,"SC1",23.502122949498,0.920438995060804,-0.221621093469667,1.14206008853047
"71",23,"shallow","312","SF2c","OFRA",6,2303,"SF2",23.4581155918177,1.75233537423751,-0.714225251508206,2.46656062574572
"72",23,"shallow","413","SL3c","DLAB",7,2303,"SL3",23.6235708049436,1.17577401035213,-0.566456264688672,1.7422302750408
"73",26,"deep","122","MA2b","PAST",10,2601,"MA2",26.4812173840184,1.06121389367305,-0.452151357563901,1.51336525123696
"74",26,"deep","221","MC1b","MCAV",3,2601,"MC1",26.3946463898883,1.35059585414823,-0.420437319667467,1.77103317381569
"75",26,"deep","323","MF3b","OFRA",8,2601,"MF3",26.335688225262,2.38825038274956,-0.953493550568922,3.34174393331848
"76",26,"deep","423","ML3b","DLAB",7,2601,"ML3",26.4580673556819,1.57911605492319,-0.723917808120809,2.303033863044
"77",26,"shallow","111","SA1b","PAST",2,2601,"SA1",26.3841617940058,1.66753063704225,-0.742409348310405,2.40993998535265
"78",26,"shallow","211","SC1b","MCAV",6,2601,"SC1",26.2472134143493,1.14660275173718,-0.30014603780251,1.44674878953969
"79",26,"shallow","311","SF1b","OFRA",1,2601,"SF1",26.5115418045914,1.52338257546967,-0.799759031488814,2.32314160695848
"80",26,"shallow","413","SL3b","DLAB",9,2601,"SL3",26.458387476697,2.17519636530134,-0.978372863851772,3.15356922915311
"81",26,"deep","121","MA1b","PAST",8,2603,"MA1",26.4143759992239,1.73875960139025,-0.610709545013032,2.34946914640329
"82",26,"deep","223","MC3b","MCAV",1,2603,"MC3",26.666110223654,1.66684009154804,-0.521359329268182,2.18819942081622
"83",26,"deep","322","MF2b","OFRA",4,2603,"MF2",26.6495668309248,1.51875743698835,-0.640305122833648,2.159062559822
"84",26,"deep","422","ML2b","DLAB",5,2603,"ML2",26.4149311969158,1.56547718165743,-0.537432728726165,2.10290991038359
"85",26,"shallow","112","SA2b","PAST",7,2603,"SA2",26.6216197608568,1.10847086383205,-0.464808833320716,1.57327969715277
"86",26,"shallow","213","SC3b","MCAV",9,2603,"SC3",26.5806811798675,0.968725769440661,-0.305539784997096,1.27426555443776
"87",26,"shallow","312","SF2b","OFRA",3,2603,"SF2",26.5230555606011,1.4008684327801,-0.607956158295993,2.00882459107609
"88",26,"shallow","412","SL2b","DLAB",6,2603,"SL2",26.3620030285078,1.86838728649151,-0.608039513705538,2.47642680019705
"89",29,"deep","122","MA2e","PAST",8,2901,"MA2",29.1768091705985,0.636638194096269,-0.364147751634072,1.00078594573034
"90",29,"deep","222","MC2e","MCAV",3,2901,"MC2",29.1773564174648,1.06323047377297,-0.375528737631091,1.43875921140406
"91",29,"deep","321","MF1e","OFRA",1,2901,"MF1",29.1591723407332,1.82174479108969,-0.657433278392773,2.47917806948246
"92",29,"deep","421","ML1e","DLAB",10,2901,"ML1",29.1892964975825,1.93338635533374,-0.654517547769854,2.58790390310359
"93",29,"shallow","113","SA3e","PAST",7,2901,"SA3",29.3808035796681,1.24334326797665,-0.513331269699658,1.75667453767631
"94",29,"shallow","311","SF1e","OFRA",2,2901,"SF1",29.1134691930643,1.10722718631309,-0.669795078883899,1.77702226519699
"95",29,"shallow","413","SL3e","DLAB",6,2901,"SL3",29.1200156052983,1.60099064936903,-0.629122754429712,2.23011340379874
"96",29,"deep","123","MA3e","PAST",8,2902,"MA3",29.1420986361843,1.50575783641987,-0.655340321511561,2.16109815793143
"97",29,"deep","223","MC3e","MCAV",5,2902,"MC3",29.2864702727036,1.52234515561292,-0.511957437711417,2.03430259332434
"98",29,"deep","323","MF3e","OFRA",1,2902,"MF3",29.3275485016598,1.16447492441039,-0.881288295389449,2.04576321979984
"99",29,"deep","422","ML2e","DLAB",3,2902,"ML2",29.3158044918081,1.94375335648846,-0.657182906082029,2.60093626257049
"100",29,"shallow","112","SA2e","PAST",6,2902,"SA2",29.2679944945239,0.948870160561593,-0.385158681392166,1.33402884195376
"101",29,"shallow","211","SC1e","MCAV",10,2902,"SC1",29.3190493456975,1.23205818752285,-0.424806628453049,1.6568648159759
"102",29,"shallow","213","SC3e","MCAV",2,2902,"SC3",29.1899911221662,1.06429268579811,-0.612523707590876,1.67681639338899
"103",29,"shallow","313","SF3e","OFRA",7,2902,"SF3",29.3921144238329,1.54610540458626,-0.709543376772891,2.25564878135915
"104",29,"shallow","412","SL2e","DLAB",9,2902,"SL2",29.2074199254572,1.88588344250167,-0.804730225049808,2.69061366755148
"105",29,"deep","121","MA1e","PAST",6,2903,"MA1",29.6400007930604,1.50037671740229,-0.555588209440493,2.05596492684278
"106",29,"deep","221","MC1e","MCAV",10,2903,"MC1",29.6035194004364,1.03806636907528,-0.333563027962163,1.37162939703744
"107",29,"deep","322","MF2e","OFRA",2,2903,"MF2",29.6957953139517,1.4170708304142,-0.765948437124721,2.18301926753892
"108",29,"deep","423","ML3e","DLAB",8,2903,"ML3",29.5831295184759,1.76344602748974,-0.781239912547511,2.54468594003725
"109",29,"shallow","111","SA1e","PAST",1,2903,"SA1",29.7193452181465,0.704521306655281,-0.757063812742491,1.46158511939777
"110",29,"shallow","212","SC2e","MCAV",9,2903,"SC2",29.7227075232307,0.982720116075182,-0.409857827256901,1.39257794333208
"111",29,"shallow","312","SF2e","OFRA",5,2903,"SF2",29.6499692094689,1.47791750618327,-0.622574959096339,2.1004924652796
"112",29,"shallow","411","SL1e","DLAB",4,2903,"SL1",29.7424306586238,1.55165615041671,-0.734324105791579,2.28598025620829
"113",32,"deep","122","MA2g","PAST",9,3201,"MA2",32.0426657535535,1.0679826841151,-0.651674505696494,1.7196571898116
"114",32,"deep","221","MC1g","MCAV",6,3201,"MC1",31.9293267234873,0.667990057754792,-0.440783786514481,1.10877384426927
"115",32,"deep","323","MF3g","OFRA",10,3201,"MF3",31.8626747162836,1.19118259517496,-0.754178847431555,1.94536144260651
"116",32,"deep","422","ML2g","DLAB",3,3201,"ML2",31.921297218859,1.74818130931921,-0.782387258757875,2.53056856807709
"117",32,"shallow","111","SA1g","PAST",4,3201,"SA1",31.9429321051429,0.833692322708677,-0.585210959878925,1.4189032825876
"118",32,"shallow","213","SC3g","MCAV",5,3201,"SC3",31.7847736919404,0.625269351459851,-0.415265754326033,1.04053510578588
"119",32,"shallow","312","SF2g","OFRA",2,3201,"SF2",31.9570757322504,2.15904062096738,-1.21696215727843,3.37600277824581
"120",32,"shallow","413","SL3g","DLAB",1,3201,"SL3",31.9855262764726,1.56365124945927,-1.00947328638868,2.57312453584795
"121",32,"deep","121","MA1g","PAST",8,3202,"MA1",32.2054396592302,1.21868083440579,-0.699050805739093,1.91773164014489
"122",32,"deep","222","MC2g","MCAV",4,3202,"MC2",32.241086216742,0.757922121384774,-0.510812880256132,1.26873500164091
"123",32,"deep","322","MF2g","OFRA",10,3202,"MF2",32.3654068175597,0.850981210504697,-0.545232885514819,1.39621409601952
"124",32,"deep","423","ML3g","DLAB",7,3202,"ML3",32.4525335666085,1.34601201721112,-0.828438309288422,2.17445032649954
"125",32,"shallow","112","SA2g","PAST",1,3202,"SA2",32.4090446711201,0.894234046947383,-0.525290878423606,1.41952492537099
"126",32,"shallow","211","SC1g","MCAV",5,3202,"SC1",29.8856030054142,0.997103699719469,-0.417867220737857,1.41497092045733
"127",32,"shallow","313","SF3g","OFRA",9,3202,"SF3",32.3138415354225,1.42360323191685,-0.930910015385911,2.35451324730276
"128",32,"shallow","412","SL2g","DLAB",2,3202,"SL2",32.3288980737393,1.39362315590413,-0.771514140822516,2.16513729672665
"129",32,"deep","123","MA3g","PAST",8,3203,"MA3",32.5255886813322,0.119366330157525,-0.655169675909812,0.774536006067337
"130",32,"deep","223","MC3g","MCAV",5,3203,"MC3",32.8802604839583,0.560805086725313,-0.443471991233046,1.00427707795836
"131",32,"deep","321","MF1g","OFRA",3,3203,"MF1",32.777208806021,0.606696739381831,-1.05044115410219,1.65713789348402
"132",32,"deep","421","ML1g","DLAB",10,3203,"ML1",32.7138466818839,0.842079196266271,-0.636331313184662,1.47841050945093
"133",32,"shallow","113","SA3g","PAST",9,3203,"SA3",32.6782548073785,-0.0330987391142991,-0.592273553296918,0.559174814182618
"134",32,"shallow","212","SC2g","MCAV",7,3203,"SC2",33.034729953501,0.277890536346835,-0.714058698072938,0.991949234419773
"135",32,"shallow","311","SF1g","OFRA",6,3203,"SF1",32.8867973381759,0.0315617289894758,-0.870187966543484,0.90174969553296
"136",32,"shallow","411","SL1g","DLAB",4,3203,"SL1",32.9860066609741,-0.271940154885296,-0.945697398764232,0.673757243878936
"137",34,"deep","123","MA3f","PAST",1,3401,"MA3",34.1739974998538,0.1401230836595,-0.554339040153654,0.694462123813154
"138",34,"deep","221","MC1f","MCAV",8,3401,"MC1",34.2096512023865,0.119141712508129,-0.684285108487794,0.803426820995923
"139",34,"deep","323","MF3f","OFRA",6,3401,"MF3",34.1667543331256,-0.35760012502399,-0.86789788231852,0.51029775729453
"140",34,"deep","322","ML2f","DLAB",3,3401,"ML2",34.2897852861855,0.651105684888969,-0.542525020433968,1.19363070532294
"141",34,"shallow","113","SA3f","PAST",5,3401,"SA3",34.1245101016504,-0.133737393175194,-0.443191683596565,0.309454290421371
"142",34,"shallow","211","SC1f","MCAV",2,3401,"SC1",34.2958071331742,0.440334822817612,-0.591621396854967,1.03195621967258
"143",34,"shallow","311","SF1f","OFRA",9,3401,"SF1",34.2956877072994,-0.555646011993098,-0.931978591958235,0.376332579965136
"144",34,"shallow","413","SL3f","DLAB",10,3401,"SL3",34.4701499796024,0.0729574480792572,-0.741289834291893,0.81424728237115
"145",34,"deep","122","MA2f","PAST",10,3402,"MA2",34.2980809850746,-0.0179513325101513,-0.493500781309003,0.475549448798851
"146",34,"deep","223","MC3f","MCAV",2,3402,"MC3",34.1725817970436,0.475723925747693,-0.689950262368937,1.16567418811663
"147",34,"deep","321","MF1f","OFRA",7,3402,"MF1",34.2727020267888,-0.327656265561443,-1.04554470785881,0.717888442297367
"148",34,"deep","421","ML1f","DLAB",4,3402,"ML1",34.1262150531505,0.796006414794662,-0.869709349965026,1.66571576475969
"149",34,"shallow","112","SA2f","PAST",3,3402,"SA2",34.1913574799467,-0.0557235078206423,-0.488480330346176,0.432756822525533
"150",34,"shallow","213","SC3f","MCAV",5,3402,"SC3",34.0203281903235,0.390785869982668,-0.386693192797244,0.777479062779912
"151",34,"shallow","313","SF3f","OFRA",6,3402,"SF3",34.0995228258357,-0.278277125480998,-0.764595312142522,0.486318186661523
"152",34,"shallow","411","SL1f","DLAB",9,3402,"SL1",34.2301639772949,-0.665003826939565,-1.10938936905959,0.444385542120025
"153",34,"deep","121","MA1f","PAST",7,3403,"MA1",34.311771560969,0.412974299874858,-0.826569021530271,1.23954332140513
"154",34,"deep","222","MC2f","MCAV",8,3403,"MC2",34.3660970871992,0.562563277658949,-0.823603775040157,1.38616705269911
"155",34,"deep","322","MF2f","OFRA",9,3403,"MF2",34.5279216570237,-0.472691180350182,-1.05541595450904,0.582724774158862
"156",34,"deep","423","ML3f","DLAB",1,3403,"ML3",33.957320296213,0.304837908795663,-0.809098529089936,1.1139364378856
"157",34,"shallow","111","SA1f","PAST",2,3403,"SA1",33.9702744165525,0.525575492405912,-0.782731694375491,1.3083071867814
"158",34,"shallow","212","SC2f","MCAV",3,3403,"SC2",34.181941585715,0.696362608345634,-0.576655284573133,1.27301789291877
"159",34,"shallow","312","SF2f","OFRA",10,3403,"SF2",34.3579524792097,-0.499271708646834,-0.838339774426895,0.339068065780061
"160",34,"shallow","412","SL2f","DLAB",4,3403,"SL2",34.0582187100576,0.803200302482633,-0.692203490992933,1.49540379347557
"161",36,"deep","123","MA3a","PAST",8,3601,"MA3",35.9802890206083,-0.77327239528793,-0.835697564707402,0.062425169419472
"162",36,"deep","222","MC2a","MCAV",1,3601,"MC2",36.0347646748148,-0.518543394199904,-0.652336232398228,0.133792838198324
"163",36,"deep","321","MF1a","OFRA",9,3601,"MF1",36.0027311943914,-1.14469965964665,-1.20567491916105,0.0609752595144017
"164",36,"deep","422","ML2a","DLAB",7,3601,"ML2",36.0109235315223,-0.574659450664048,-0.772858020935091,0.198198570271044
"165",36,"shallow","113","SA3a","PAST",4,3601,"SA3",35.8658587907036,-0.514575732341016,-0.587956208958579,0.0733804766175628
"166",36,"shallow","213","SC3a","MCAV",10,3601,"SC3",36.0797433295076,-0.359930490833156,-0.40221547626166,0.0422849854285041
"167",36,"shallow","311","SF1a","OFRA",2,3601,"SF1",35.9013917429198,-0.72382860138454,-0.879676053183428,0.155847451798888
"168",36,"shallow","411","SL1a","DLAB",6,3601,"SL1",35.5761634357631,-0.588243079474373,-0.94020177680901,0.351958697334637
"169",36,"deep","121","MA1a","PAST",4,3602,"MA1",36.1226983774118,-0.610194294605611,-0.76985692441301,0.1596626298074
"170",36,"deep","223","MC3a","MCAV",9,3602,"MC3",36.3435391326458,-0.556819583620011,-0.723526880130246,0.166707296510235
"171",36,"deep","323","MF3a","OFRA",1,3602,"MF3",36.0773883887009,-0.619755643798173,-0.780660936840712,0.160905293042539
"172",36,"deep","421","ML1a","DLAB",6,3602,"ML1",36.0912052553993,-0.823098779687872,-1.02479274108247,0.201693961394594
"173",36,"shallow","111","SA1a","PAST",8,3602,"SA1",36.2539213552576,-0.916653427610153,-0.858570271450264,0
"174",36,"shallow","211","SC1a","MCAV",5,3602,"SC1",36.0367992817613,-0.263837404728868,-0.458418394961435,0.194580990232567
"175",36,"shallow","313","SF3a","OFRA",10,3602,"SF3",36.402404503536,-0.431559811250938,-0.557073042542361,0.125513231291423
"176",36,"shallow","413","SL3a","DLAB",2,3602,"SL3",36.1313676047803,-1.03701766138887,-1.48049907979483,0.443481418405956
"177",36,"deep","122","MA2a","PAST",3,3603,"MA2",37.055114635736,-0.294105808918602,-0.289991301107739,0
"178",36,"deep","221","MC1a","MCAV",5,3603,"MC1",36.791082269694,-0.310075525276792,-0.357490618057604,0.047415092780812
"179",36,"deep","322","MF2a","OFRA",1,3603,"MF2",36.9746175894263,-0.536662166667187,-0.699637856293861,0.162975689626674
"180",36,"deep","423","ML3a","DLAB",2,3603,"ML3",36.9874524161799,-0.530512952063494,-0.706943769850154,0.17643081778666
"181",36,"shallow","112","SA2a","PAST",9,3603,"SA2",36.9411748313831,-0.781207512831208,-0.926035958277502,0.144828445446294
"182",36,"shallow","212","SC2a","MCAV",8,3603,"SC2",36.9038856214555,-0.649116407726612,-0.704225159837401,0.0551087521107895
"183",36,"shallow","312","SF2a","OFRA",6,3603,"SF2",36.801695568285,-0.520171165066471,-0.733542454760954,0.213371289694484
"184",36,"shallow","412","SL2a","DLAB",4,3603,"SL2",36.8740753060221,-0.459089532642154,-0.645093596197586,0.186004063555433
