"","temp.Cat","treatment","genotype","fragment.ID","species","chamber.channel","run","individual.ID","Temp.C","rate.type","umol.cm2.hr","log.rate","K"
"1","19","deep","121","MA1h","PAST",2,1901,"MA1",19.4012564912277,"GP",1.47096525864706,0.904608867274717,292.551256491228
"2","19","deep","221","MC1h","MCAV",9,1901,"MC1",19.3130194818544,"GP",1.2959573473925,0.831149901365124,292.463019481854
"3","19","deep","322","MF2h","OFRA",3,1901,"MF2",19.4217820408714,"GP",1.63573961416972,0.96916383109714,292.571782040871
"4","19","deep","422","ML2h","DLAB",6,1901,"ML2",19.3333166506946,"GP",1.90768838375367,1.06735839566039,292.483316650695
"5","19","shallow","112","SA2h","PAST",5,1901,"SA2",19.339144942154,"GP",1.11462753898229,0.748878692489926,292.489144942154
"6","19","shallow","211","SC1h","MCAV",4,1901,"SC1",19.4049343425093,"GP",1.06533806673632,0.725293925718771,292.554934342509
"7","19","shallow","313","SF3h","OFRA",7,1901,"SF3",19.4957196914282,"GP",2.83718530100796,1.34473910329862,292.645719691428
"8","19","shallow","413","SL3h","DLAB",8,1901,"SL3",19.2178676863203,"GP",1.68854235454785,0.988999171113319,292.36786768632
"9","19","deep","123","MA3h","PAST",2,1902,"MA3",19.4895167883619,"GP",1.87527837888146,1.05614949699887,292.639516788362
"10","19","deep","223","MC3h","MCAV",6,1902,"MC3",19.4182373381087,"GP",1.47702091891352,0.90705659573338,292.568237338109
"11","19","deep","321","MF1h","OFRA",10,1902,"MF1",19.3733165894074,"GP",1.6862885954292,0.988160536643986,292.523316589407
"12","19","deep","423","ML3h","DLAB",1,1902,"ML3",19.5409783141692,"GP",1.93849846512181,1.07789872473652,292.690978314169
"13","19","shallow","111","SA1h","PAST",9,1902,"SA1",19.4374387602098,"GP",1.67469166260354,0.983834107387864,292.58743876021
"14","19","shallow","213","SC3h","MCAV",8,1902,"SC3",19.3273755867443,"GP",0.800098667847046,0.587841478870387,292.477375586744
"15","19","shallow","312","SF2h","OFRA",4,1902,"SF2",19.517543590734,"GP",1.59803068037049,0.954753727405194,292.667543590734
"16","19","shallow","412","SL2h","DLAB",5,1902,"SL2",19.4272078960328,"GP",1.50942540460972,0.920053804470699,292.577207896033
"17","19","deep","122","MA2h","PAST",4,1903,"MA2",19.5259166376569,"GP",1.30222277581577,0.833875080515552,292.675916637657
"18","19","deep","222","MC2h","MCAV",1,1903,"MC2",19.3814150543369,"GP",1.22401579531914,0.799314478574957,292.531415054337
"19","19","deep","323","MF3h","OFRA",9,1903,"MF3",19.4688538494037,"GP",1.7455716212866,1.00998929418823,292.618853849404
"20","19","deep","421","ML1h","DLAB",10,1903,"ML1",19.4554085038848,"GP",1.80204529127223,1.0303496116929,292.605408503885
"21","19","shallow","113","SA3h","PAST",7,1903,"SA3",19.6353644233903,"GP",1.16757766698647,0.7736102615503,292.78536442339
"22","19","shallow","212","SC2h","MCAV",5,1903,"SC2",19.4251677819472,"GP",0.780322228974177,0.576794375434073,292.575167781947
"23","19","shallow","311","SF1h","OFRA",6,1903,"SF1",19.242524370809,"GP",0.994920491854598,0.690604195840678,292.392524370809
"24","19","shallow","411","SL1h","DLAB",2,1903,"SL1",19.445406834026,"GP",1.57390229646096,0.94542315059064,292.595406834026
"25","21","deep","121","MA1d","PAST",1,2101,"MA1",21.4313216815846,"GP",1.51652133653069,0.922877525851501,294.581321681585
"26","21","deep","221","MC1d","MCAV",6,2101,"MC1",21.3346388900926,"GP",1.36613450769461,0.861257614191596,294.484638890093
"27","21","deep","322","MF2d","OFRA",2,2101,"MF2",21.3141103601389,"GP",1.39357305722955,0.872787252563859,294.464110360139
"28","21","deep","423","ML3d","DLAB",9,2101,"ML3",21.3543173771345,"GP",2.00459808295304,1.10014380960865,294.504317377134
"29","21","shallow","111","SA1d","PAST",8,2101,"SA1",21.22843859954,"GP",2.12259085870758,1.13866306065913,294.37843859954
"30","21","shallow","212","SC2d","MCAV",4,2101,"SC2",21.2800682304275,"GP",1.40764988245422,0.878651119223407,294.430068230427
"31","21","shallow","313","SF3d","OFRA",10,2101,"SF3",21.3894061503995,"GP",1.51087473847341,0.920631193815021,294.539406150399
"32","21","shallow","413","SL3d","DLAB",7,2101,"SL3",21.4866997969098,"GP",2.95838664836714,1.37583653022306,294.63669979691
"33","21","deep","123","MA3d","PAST",2,2102,"MA3",21.3546913650886,"GP",1.56598986153307,0.942344315107336,294.504691365089
"34","21","deep","221","MC3d","MCAV",10,2102,"MC3",21.562943194722,"GP",1.44605861719115,0.89447800148771,294.712943194722
"35","21","deep","323","MF3d","OFRA",7,2102,"MF3",21.8109491917141,"GP",2.38758072078512,1.22011601493597,294.960949191714
"36","21","deep","422","ML2d","DLAB",5,2102,"ML2",21.3023130257722,"GP",2.03904462027499,1.11154319637869,294.452313025772
"37","21","shallow","112","SA2d","PAST",4,2102,"SA2",21.2923555243154,"GP",1.34155072882089,0.850813414502179,294.442355524315
"38","21","shallow","211","SC1d","MCAV",9,2102,"SC1",21.4101126499957,"GP",2.07196604207553,1.12231776121246,294.560112649996
"39","21","shallow","311","SF1d","OFRA",3,2102,"SF1",21.3456845229046,"GP",1.76679733043409,1.01769045288698,294.495684522905
"40","21","shallow","411","SL1d","DLAB",6,2102,"SL1",21.2980243609394,"GP",1.98421353872708,1.09333624101675,294.448024360939
"41","21","deep","122","MA2d","PAST",6,2103,"MA2",21.5506171720112,"GP",0.706920935930902,0.534691125183023,294.700617172011
"42","21","deep","222","MC2d","MCAV",9,2103,"MC2",21.6981714564298,"GP",1.38585519187622,0.869557631086364,294.84817145643
"43","21","deep","321","MF1d","OFRA",1,2103,"MF1",21.3617957281801,"GP",1.99204178531747,1.09595602569569,294.51179572818
"44","21","deep","421","ML1d","DLAB",7,2103,"ML1",21.7577710861378,"GP",3.20301673090226,1.43580253671985,294.907771086138
"45","21","shallow","113","SA3d","PAST",10,2103,"SA3",21.6491651234362,"GP",1.57283618695044,0.945008865105106,294.799165123436
"46","21","shallow","213","SC3d","MCAV",3,2103,"SC3",21.4176562910238,"GP",1.26228541622021,0.816375548434426,294.567656291024
"47","21","shallow","312","SF2d","OFRA",2,2103,"SF2",21.3159365075692,"GP",1.56885487339111,0.943460225053301,294.465936507569
"48","21","shallow","412","SL2d","DLAB",4,2103,"SL2",21.4807313177778,"GP",1.95717857983442,1.08423563128029,294.630731317778
"49","23","deep","121","MA1c","PAST",7,2301,"MA1",23.3870853391127,"GP",1.99252550436099,1.09611768117424,296.537085339113
"50","23","deep","221","MC1c","MCAV",5,2301,"MC1",23.1944192415106,"GP",1.22238764768455,0.798582134905191,296.344419241511
"51","23","deep","321","MF1c","OFRA",9,2301,"MF1",23.3144942810748,"GP",1.89813056543456,1.06406589651872,296.464494281075
"52","23","deep","423","ML3c","DLAB",2,2301,"ML3",23.1716544029706,"GP",1.3575142385996,0.857607775210144,296.321654402971
"53","23","shallow","111","SA1c","PAST",6,2301,"SA1",23.1993224144729,"GP",2.04437668458418,1.11329617892171,296.349322414473
"54","23","shallow","212","SC2c","MCAV",10,2301,"SC2",23.3406085535674,"GP",1.60085095300661,0.955838681097799,296.490608553567
"55","23","shallow","313","SF3c","OFRA",8,2301,"SF3",23.2177268332433,"GP",1.64026658288215,0.970879890424705,296.367726833243
"56","23","shallow","412","SL2c","DLAB",3,2301,"SL2",23.2663212418921,"GP",2.72306626645295,1.3145475939406,296.416321241892
"57","23","deep","122","MA2c","PAST",8,2302,"MA2",23.1163090488822,"GP",1.14718766349896,0.764158922388891,296.266309048882
"58","23","deep","223","MC3c","MCAV",2,2302,"MC3",23.3558086382283,"GP",1.7899667979192,1.02602969537508,296.505808638228
"59","23","deep","323","MF3c","OFRA",10,2302,"MF3",23.2355921592581,"GP",1.64982084217438,0.974492030986044,296.385592159258
"60","23","deep","421","ML1c","DLAB",5,2302,"ML1",23.2327647115508,"GP",2.47733468559971,1.2462661053964,296.382764711551
"61","23","shallow","112","SA2c","PAST",1,2302,"SA2",23.4373790997428,"GP",1.70596661963644,0.99545919398753,296.587379099743
"62","23","shallow","213","SC3c","MCAV",7,2302,"SC3",23.5380181108365,"GP",1.40173787516139,0.876192589959959,296.688018110836
"63","23","shallow","311","SF1c","OFRA",3,2302,"SF1",23.3830523264856,"GP",1.78215717171232,1.02322658784802,296.533052326486
"64","23","shallow","411","SL1c","DLAB",6,2302,"SL1",23.2340489458794,"GP",2.14763107468673,1.14665013013178,296.384048945879
"65","23","deep","123","MA3c","PAST",10,2303,"MA3",23.4924094355107,"GP",1.41837953214399,0.88309770105993,296.642409435511
"66","23","deep","222","MC2c","MCAV",4,2303,"MC2",23.4442847993886,"GP",1.17452047394577,0.776808168484109,296.594284799389
"67","23","deep","322","MF2c","OFRA",1,2303,"MF2",23.4526231169607,"GP",1.91161266675048,1.06870710869572,296.602623116961
"68","23","deep","422","ML2c","DLAB",8,2303,"ML2",23.478961586271,"GP",2.16523271510769,1.15222658057327,296.628961586271
"69","23","shallow","113","SA3c","PAST",9,2303,"SA3",23.6706858414875,"GP",1.68208004360552,0.986592629158929,296.820685841487
"70","23","shallow","211","SC1c","MCAV",5,2303,"SC1",23.502122949498,"GP",1.14206008853047,0.761768024167326,296.652122949498
"71","23","shallow","312","SF2c","OFRA",6,2303,"SF2",23.4581155918177,"GP",2.46656062574572,1.24316292828418,296.608115591818
"72","23","shallow","413","SL3c","DLAB",7,2303,"SL3",23.6235708049436,"GP",1.7422302750408,1.00877155829986,296.773570804944
"73","26","deep","122","MA2b","PAST",10,2601,"MA2",26.4812173840184,"GP",1.51336525123696,0.921622592702267,299.631217384018
"74","26","deep","221","MC1b","MCAV",3,2601,"MC1",26.3946463898883,"GP",1.77103317381569,1.01922023759398,299.544646389888
"75","26","deep","323","MF3b","OFRA",8,2601,"MF3",26.335688225262,"GP",3.34174393331848,1.46827609535465,299.485688225262
"76","26","deep","423","ML3b","DLAB",7,2601,"ML3",26.4580673556819,"GP",2.303033863044,1.19484139856439,299.608067355682
"77","26","shallow","111","SA1b","PAST",2,2601,"SA1",26.3841617940058,"GP",2.40993998535265,1.22669469153722,299.534161794006
"78","26","shallow","211","SC1b","MCAV",6,2601,"SC1",26.2472134143493,"GP",1.44674878953969,0.894760118601974,299.397213414349
"79","26","shallow","311","SF1b","OFRA",1,2601,"SF1",26.5115418045914,"GP",2.32314160695848,1.20091060265604,299.661541804591
"80","26","shallow","413","SL3b","DLAB",9,2601,"SL3",26.458387476697,"GP",3.15356922915311,1.42396801982466,299.608387476697
"81","26","deep","121","MA1b","PAST",8,2603,"MA1",26.4143759992239,"GP",2.34946914640329,1.20880186952005,299.564375999224
"82","26","deep","223","MC3b","MCAV",1,2603,"MC3",26.666110223654,"GP",2.18819942081622,1.15945631255257,299.816110223654
"83","26","deep","322","MF2b","OFRA",4,2603,"MF2",26.6495668309248,"GP",2.159062559822,1.15027532530287,299.799566830925
"84","26","deep","422","ML2b","DLAB",5,2603,"ML2",26.4149311969158,"GP",2.10290991038359,1.13234035197471,299.564931196916
"85","26","shallow","112","SA2b","PAST",7,2603,"SA2",26.6216197608568,"GP",1.57327969715277,0.945181232076006,299.771619760857
"86","26","shallow","213","SC3b","MCAV",9,2603,"SC3",26.5806811798675,"GP",1.27426555443776,0.821657167066881,299.730681179867
"87","26","shallow","312","SF2b","OFRA",3,2603,"SF2",26.5230555606011,"GP",2.00882459107609,1.10154950119167,299.673055560601
"88","26","shallow","412","SL2b","DLAB",6,2603,"SL2",26.3620030285078,"GP",2.47642680019705,1.24600498473252,299.512003028508
"89","29","deep","122","MA2e","PAST",8,2901,"MA2",29.1768091705985,"GP",1.00078594573034,0.693540076231502,302.326809170598
"90","29","deep","222","MC2e","MCAV",3,2901,"MC2",29.1773564174648,"GP",1.43875921140406,0.89148939004864,302.327356417465
"91","29","deep","321","MF1e","OFRA",1,2901,"MF1",29.1591723407332,"GP",2.47917806948246,1.24679607895953,302.309172340733
"92","29","deep","421","ML1e","DLAB",10,2901,"ML1",29.1892964975825,"GP",2.58790390310359,1.27756816097935,302.339296497582
"93","29","shallow","113","SA3e","PAST",7,2901,"SA3",29.3808035796681,"GP",1.75667453767631,1.01402507562689,302.530803579668
"94","29","shallow","311","SF1e","OFRA",2,2901,"SF1",29.1134691930643,"GP",1.77702226519699,1.0213792260084,302.263469193064
"95","29","shallow","413","SL3e","DLAB",6,2901,"SL3",29.1200156052983,"GP",2.23011340379874,1.17251724615345,302.270015605298
"96","29","deep","123","MA3e","PAST",8,2902,"MA3",29.1420986361843,"GP",2.16109815793143,1.15091948556104,302.292098636184
"97","29","deep","223","MC3e","MCAV",5,2902,"MC3",29.2864702727036,"GP",2.03430259332434,1.10998161007463,302.436470272704
"98","29","deep","323","MF3e","OFRA",1,2902,"MF3",29.3275485016598,"GP",2.04576321979984,1.11375151665167,302.47754850166
"99","29","deep","422","ML2e","DLAB",3,2902,"ML2",29.3158044918081,"GP",2.60093626257049,1.28119388458521,302.465804491808
"100","29","shallow","112","SA2e","PAST",6,2902,"SA2",29.2679944945239,"GP",1.33402884195376,0.84759589109468,302.417994494524
"101","29","shallow","211","SC1e","MCAV",10,2902,"SC1",29.3190493456975,"GP",1.6568648159759,0.97714678703993,302.469049345697
"102","29","shallow","213","SC3e","MCAV",2,2902,"SC3",29.1899911221662,"GP",1.67681639338899,0.984628175480394,302.339991122166
"103","29","shallow","313","SF3e","OFRA",7,2902,"SF3",29.3921144238329,"GP",2.25564878135915,1.18039157418917,302.542114423833
"104","29","shallow","412","SL2e","DLAB",9,2902,"SL2",29.2074199254572,"GP",2.69061366755148,1.3057927497947,302.357419925457
"105","29","deep","121","MA1e","PAST",6,2903,"MA1",29.6400007930604,"GP",2.05596492684278,1.11709539441995,302.79000079306
"106","29","deep","221","MC1e","MCAV",10,2903,"MC1",29.6035194004364,"GP",1.37162939703744,0.863577228219286,302.753519400436
"107","29","deep","322","MF2e","OFRA",2,2903,"MF2",29.6957953139517,"GP",2.18301926753892,1.15783020154551,302.845795313952
"108","29","deep","423","ML3e","DLAB",8,2903,"ML3",29.5831295184759,"GP",2.54468594003725,1.26544956368642,302.733129518476
"109","29","shallow","111","SA1e","PAST",1,2903,"SA1",29.7193452181465,"GP",1.46158511939777,0.900805499913896,302.869345218146
"110","29","shallow","212","SC2e","MCAV",9,2903,"SC2",29.7227075232307,"GP",1.39257794333208,0.872371422009542,302.872707523231
"111","29","shallow","312","SF2e","OFRA",5,2903,"SF2",29.6499692094689,"GP",2.1004924652796,1.13156095864184,302.799969209469
"112","29","shallow","411","SL1e","DLAB",4,2903,"SL1",29.7424306586238,"GP",2.28598025620829,1.18966501113941,302.892430658624
"113","32","deep","122","MA2g","PAST",9,3201,"MA2",32.0426657535535,"GP",1.7196571898116,1.00050583920756,305.192665753553
"114","32","deep","221","MC1g","MCAV",6,3201,"MC1",31.9293267234873,"GP",1.10877384426927,0.746106662114303,305.079326723487
"115","32","deep","323","MF3g","OFRA",10,3201,"MF3",31.8626747162836,"GP",1.94536144260651,1.08023154050872,305.012674716284
"116","32","deep","422","ML2g","DLAB",3,3201,"ML2",31.921297218859,"GP",2.53056856807709,1.26145892541917,305.071297218859
"117","32","shallow","111","SA1g","PAST",4,3201,"SA1",31.9429321051429,"GP",1.4189032825876,0.883314248434031,305.092932105143
"118","32","shallow","213","SC3g","MCAV",5,3201,"SC3",31.7847736919404,"GP",1.04053510578588,0.713212080217508,304.93477369194
"119","32","shallow","312","SF2g","OFRA",2,3201,"SF2",31.9570757322504,"GP",3.37600277824581,1.47613570000198,305.10707573225
"120","32","shallow","413","SL3g","DLAB",1,3201,"SL3",31.9855262764726,"GP",2.57312453584795,1.27344043313522,305.135526276473
"121","32","deep","121","MA1g","PAST",8,3202,"MA1",32.2054396592302,"GP",1.91773164014489,1.07080647882026,305.35543965923
"122","32","deep","222","MC2g","MCAV",4,3202,"MC2",32.241086216742,"GP",1.26873500164091,0.819222408162189,305.391086216742
"123","32","deep","322","MF2g","OFRA",10,3202,"MF2",32.3654068175597,"GP",1.39621409601952,0.873890031862029,305.51540681756
"124","32","deep","423","ML3g","DLAB",7,3202,"ML3",32.4525335666085,"GP",2.17445032649954,1.15513449184475,305.602533566608
"125","32","shallow","112","SA2g","PAST",1,3202,"SA2",32.4090446711201,"GP",1.41952492537099,0.883571209066736,305.55904467112
"126","32","shallow","211","SC1g","MCAV",5,3202,"SC1",29.8856030054142,"GP",1.41497092045733,0.881687245813541,303.035603005414
"127","32","shallow","313","SF3g","OFRA",9,3202,"SF3",32.3138415354225,"GP",2.35451324730276,1.21030667712696,305.463841535422
"128","32","shallow","412","SL2g","DLAB",2,3202,"SL2",32.3288980737393,"GP",2.16513729672665,1.15219643434773,305.478898073739
"129","32","deep","123","MA3g","PAST",8,3203,"MA3",32.5255886813322,"GP",0.774536006067337,0.573538983722642,305.675588681332
"130","32","deep","223","MC3g","MCAV",5,3203,"MC3",32.8802604839583,"GP",1.00427707795836,0.695283436119517,306.030260483958
"131","32","deep","321","MF1g","OFRA",3,3203,"MF1",32.777208806021,"GP",1.65713789348402,0.977249563618448,305.927208806021
"132","32","deep","421","ML1g","DLAB",10,3203,"ML1",32.7138466818839,"GP",1.47841050945093,0.907617431089058,305.863846681884
"133","32","shallow","113","SA3g","PAST",9,3203,"SA3",32.6782548073785,"GP",0.559174814182618,0.444156716042411,305.828254807378
"134","32","shallow","212","SC2g","MCAV",7,3203,"SC2",33.034729953501,"GP",0.991949234419773,0.689113674108636,306.184729953501
"135","32","shallow","311","SF1g","OFRA",6,3203,"SF1",32.8867973381759,"GP",0.90174969553296,0.642774354796909,306.036797338176
"136","32","shallow","411","SL1g","DLAB",4,3203,"SL1",32.9860066609741,"GP",0.673757243878936,0.515070945947524,306.136006660974
"137","34","deep","123","MA3f","PAST",1,3401,"MA3",34.1739974998538,"GP",0.694462123813154,0.527365359388566,307.323997499854
"138","34","deep","221","MC1f","MCAV",8,3401,"MC1",34.2096512023865,"GP",0.803426820995923,0.58968864443394,307.359651202386
"139","34","deep","323","MF3f","OFRA",6,3401,"MF3",34.1667543331256,"GP",0.51029775729453,0.412306821648667,307.316754333126
"140","34","deep","322","ML2f","DLAB",3,3401,"ML2",34.2897852861855,"GP",1.19363070532294,0.785558027413457,307.439785286185
"141","34","shallow","113","SA3f","PAST",5,3401,"SA3",34.1245101016504,"GP",0.309454290421371,0.269610478225332,307.27451010165
"142","34","shallow","211","SC1f","MCAV",2,3401,"SC1",34.2958071331742,"GP",1.03195621967258,0.708998984047406,307.445807133174
"143","34","shallow","311","SF1f","OFRA",9,3401,"SF1",34.2956877072994,"GP",0.376332579965136,0.319422410862337,307.445687707299
"144","34","shallow","413","SL3f","DLAB",10,3401,"SL3",34.4701499796024,"GP",0.81424728237115,0.595670661239835,307.620149979602
"145","34","deep","122","MA2f","PAST",10,3402,"MA2",34.2980809850746,"GP",0.475549448798851,0.389030428088268,307.448080985075
"146","34","deep","223","MC3f","MCAV",2,3402,"MC3",34.1725817970436,"GP",1.16567418811663,0.77273171626564,307.322581797044
"147","34","deep","321","MF1f","OFRA",7,3402,"MF1",34.2727020267888,"GP",0.717888442297367,0.541095886818892,307.422702026789
"148","34","deep","421","ML1f","DLAB",4,3402,"ML1",34.1262150531505,"GP",1.66571576475969,0.980472601203913,307.276215053151
"149","34","shallow","112","SA2f","PAST",3,3402,"SA2",34.1913574799467,"GP",0.432756822525533,0.359600436277865,307.341357479947
"150","34","shallow","213","SC3f","MCAV",5,3402,"SC3",34.0203281903235,"GP",0.777479062779912,0.575196103599113,307.170328190323
"151","34","shallow","313","SF3f","OFRA",6,3402,"SF3",34.0995228258357,"GP",0.486318186661523,0.396302046296144,307.249522825836
"152","34","shallow","411","SL1f","DLAB",9,3402,"SL1",34.2301639772949,"GP",0.444385542120025,0.36768400076156,307.380163977295
"153","34","deep","121","MA1f","PAST",7,3403,"MA1",34.311771560969,"GP",1.23954332140513,0.806271970709033,307.461771560969
"154","34","deep","222","MC2f","MCAV",8,3403,"MC2",34.3660970871992,"GP",1.38616705269911,0.86968833492945,307.516097087199
"155","34","deep","322","MF2f","OFRA",9,3403,"MF2",34.5279216570237,"GP",0.582724774158862,0.459147902333007,307.677921657024
"156","34","deep","423","ML3f","DLAB",1,3403,"ML3",33.957320296213,"GP",1.1139364378856,0.748551819770663,307.107320296213
"157","34","shallow","111","SA1f","PAST",2,3403,"SA1",33.9702744165525,"GP",1.3083071867814,0.836514436315034,307.120274416552
"158","34","shallow","212","SC2f","MCAV",3,3403,"SC2",34.181941585715,"GP",1.27301789291877,0.821108416779047,307.331941585715
"159","34","shallow","312","SF2f","OFRA",10,3403,"SF2",34.3579524792097,"GP",0.339068065780061,0.291973898710616,307.50795247921
"160","34","shallow","412","SL2f","DLAB",4,3403,"SL2",34.0582187100576,"GP",1.49540379347557,0.914450557181,307.208218710058
"161","36","deep","123","MA3a","PAST",8,3601,"MA3",35.9802890206083,"GP",0.062425169419472,0.0605541905545383,309.130289020608
"162","36","deep","222","MC2a","MCAV",1,3601,"MC2",36.0347646748148,"GP",0.133792838198324,0.125568506252311,309.184764674815
"163","36","deep","321","MF1a","OFRA",9,3601,"MF1",36.0027311943914,"GP",0.0609752595144017,0.0591885412774134,309.152731194391
"164","36","deep","422","ML2a","DLAB",7,3601,"ML2",36.0109235315223,"GP",0.198198570271044,0.180819237436333,309.160923531522
"165","36","shallow","113","SA3a","PAST",4,3601,"SA3",35.8658587907036,"GP",0.0733804766175628,0.0708129922381501,309.015858790704
"166","36","shallow","213","SC3a","MCAV",10,3601,"SC3",36.0797433295076,"GP",0.0422849854285041,0.0414154044291272,309.229743329508
"167","36","shallow","311","SF1a","OFRA",2,3601,"SF1",35.9013917429198,"GP",0.155847451798888,0.144833799430731,309.05139174292
"168","36","shallow","411","SL1a","DLAB",6,3601,"SL1",35.5761634357631,"GP",0.351958697334637,0.301554427845432,308.726163435763
"169","36","deep","121","MA1a","PAST",4,3602,"MA1",36.1226983774118,"GP",0.1596626298074,0.148129126444242,309.272698377412
"170","36","deep","223","MC3a","MCAV",9,3602,"MC3",36.3435391326458,"GP",0.166707296510235,0.154185504801063,309.493539132646
"171","36","deep","323","MF3a","OFRA",1,3602,"MF3",36.0773883887009,"GP",0.160905293042539,0.149200125781676,309.227388388701
"172","36","deep","421","ML1a","DLAB",6,3602,"ML1",36.0912052553993,"GP",0.201693961394594,0.183732195870144,309.241205255399
"173","36","shallow","111","SA1a","PAST",8,3602,"SA1",36.2539213552576,"GP",0,0,309.403921355258
"174","36","shallow","211","SC1a","MCAV",5,3602,"SC1",36.0367992817613,"GP",0.194580990232567,0.177795488107725,309.186799281761
"175","36","shallow","313","SF3a","OFRA",10,3602,"SF3",36.402404503536,"GP",0.125513231291423,0.118239137218626,309.552404503536
"176","36","shallow","413","SL3a","DLAB",2,3602,"SL3",36.1313676047803,"GP",0.443481418405956,0.36705784744081,309.28136760478
"177","36","deep","122","MA2a","PAST",3,3603,"MA2",37.055114635736,"GP",0,0,310.205114635736
"178","36","deep","221","MC1a","MCAV",5,3603,"MC1",36.791082269694,"GP",0.047415092780812,0.0463253125177006,309.941082269694
"179","36","deep","322","MF2a","OFRA",1,3603,"MF2",36.9746175894263,"GP",0.162975689626674,0.150981970159562,310.124617589426
"180","36","deep","423","ML3a","DLAB",2,3603,"ML3",36.9874524161799,"GP",0.17643081778666,0.162485124045038,310.13745241618
"181","36","shallow","112","SA2a","PAST",9,3603,"SA2",36.9411748313831,"GP",0.144828445446294,0.135254796476125,310.091174831383
"182","36","shallow","212","SC2a","MCAV",8,3603,"SC2",36.9038856214555,"GP",0.0551087521107895,0.0536438441848554,310.053885621455
"183","36","shallow","312","SF2a","OFRA",6,3603,"SF2",36.801695568285,"GP",0.213371289694484,0.193402675206479,309.951695568285
"184","36","shallow","412","SL2a","DLAB",4,3603,"SL2",36.8740753060221,"GP",0.186004063555433,0.170589726839,310.024075306022
