"","temp.Cat","treatment","genotype","fragment.ID","species","chamber.channel","run","individual.ID","Temp.C","rate.type","umol.cm2.hr","log.rate","K"
"185","19","deep","121","MA1h","PAST",2,1901,"MA1",19.4012564912277,"R",0.41252404139764,0.345378204352119,292.551256491228
"186","19","deep","221","MC1h","MCAV",9,1901,"MC1",19.3130194818544,"R",0.34713808915442,0.297982408249849,292.463019481854
"187","19","deep","322","MF2h","OFRA",3,1901,"MF2",19.4217820408714,"R",0.539351150020923,0.431360996485383,292.571782040871
"188","19","deep","422","ML2h","DLAB",6,1901,"ML2",19.3333166506946,"R",0.544479137725467,0.434686725823613,292.483316650695
"189","19","shallow","112","SA2h","PAST",5,1901,"SA2",19.339144942154,"R",0.299016420018963,0.261607378115857,292.489144942154
"190","19","shallow","211","SC1h","MCAV",4,1901,"SC1",19.4049343425093,"R",0.266605679430239,0.236340629086854,292.554934342509
"191","19","shallow","313","SF3h","OFRA",7,1901,"SF3",19.4957196914282,"R",0.843830738394988,0.611845330463151,292.645719691428
"192","19","shallow","413","SL3h","DLAB",8,1901,"SL3",19.2178676863203,"R",0.483027135009356,0.394085360364905,292.36786768632
"193","19","deep","123","MA3h","PAST",2,1902,"MA3",19.4895167883619,"R",0.43361355365908,0.36019821747612,292.639516788362
"194","19","deep","223","MC3h","MCAV",6,1902,"MC3",19.4182373381087,"R",0.351268950884349,0.301044114579207,292.568237338109
"195","19","deep","321","MF1h","OFRA",10,1902,"MF1",19.3733165894074,"R",0.541404882883343,0.432694262180368,292.523316589407
"196","19","deep","423","ML3h","DLAB",1,1902,"ML3",19.5409783141692,"R",0.57830475756498,0.456351332778566,292.690978314169
"197","19","shallow","111","SA1h","PAST",9,1902,"SA1",19.4374387602098,"R",0.504518696161779,0.408473043838121,292.58743876021
"198","19","shallow","213","SC3h","MCAV",8,1902,"SC3",19.3273755867443,"R",0.272552235604496,0.241024518190989,292.477375586744
"199","19","shallow","312","SF2h","OFRA",4,1902,"SF2",19.517543590734,"R",0.521763824714017,0.419870073097808,292.667543590734
"200","19","shallow","412","SL2h","DLAB",5,1902,"SL2",19.4272078960328,"R",0.507843392770334,0.410680413244826,292.577207896033
"201","19","deep","122","MA2h","PAST",4,1903,"MA2",19.5259166376569,"R",0.314416363809945,0.273392737305805,292.675916637657
"202","19","deep","222","MC2h","MCAV",1,1903,"MC2",19.3814150543369,"R",0.330866504823851,0.285830237481214,292.531415054337
"203","19","deep","323","MF3h","OFRA",9,1903,"MF3",19.4688538494037,"R",0.449090662478616,0.370936230379542,292.618853849404
"204","19","deep","421","ML1h","DLAB",10,1903,"ML1",19.4554085038848,"R",0.441878805485762,0.365946989204305,292.605408503885
"205","19","shallow","113","SA3h","PAST",7,1903,"SA3",19.6353644233903,"R",0.330332739304246,0.285429090871887,292.78536442339
"206","19","shallow","212","SC2h","MCAV",5,1903,"SC2",19.4251677819472,"R",0.162198543356636,0.150313507308087,292.575167781947
"207","19","shallow","311","SF1h","OFRA",6,1903,"SF1",19.242524370809,"R",0.33875433255391,0.291739579042678,292.392524370809
"208","19","shallow","411","SL1h","DLAB",2,1903,"SL1",19.445406834026,"R",0.521212654317199,0.419507815678703,292.595406834026
"209","21","deep","121","MA1d","PAST",1,2101,"MA1",21.4313216815846,"R",0.346890996286441,0.297798970832631,294.581321681585
"210","21","deep","221","MC1d","MCAV",6,2101,"MC1",21.3346388900926,"R",0.664235588203895,0.509365911827049,294.484638890093
"211","21","deep","322","MF2d","OFRA",2,2101,"MF2",21.3141103601389,"R",0.437956875689372,0.363223269759724,294.464110360139
"212","21","deep","423","ML3d","DLAB",9,2101,"ML3",21.3543173771345,"R",0.631776947715984,0.48966957300751,294.504317377134
"213","21","shallow","111","SA1d","PAST",8,2101,"SA1",21.22843859954,"R",0.512328146600336,0.413650282384959,294.37843859954
"214","21","shallow","212","SC2d","MCAV",4,2101,"SC2",21.2800682304275,"R",0.316559758239057,0.275022090674191,294.430068230427
"215","21","shallow","313","SF3d","OFRA",10,2101,"SF3",21.3894061503995,"R",0.371621244485088,0.31599343032095,294.539406150399
"216","21","shallow","413","SL3d","DLAB",7,2101,"SL3",21.4866997969098,"R",0.789464391235223,0.581916352302979,294.63669979691
"217","21","deep","123","MA3d","PAST",2,2102,"MA3",21.3546913650886,"R",0.457194324422309,0.376512891293128,294.504691365089
"218","21","deep","221","MC3d","MCAV",10,2102,"MC3",21.562943194722,"R",0.35564885145927,0.304280196881672,294.712943194722
"219","21","deep","323","MF3d","OFRA",7,2102,"MF3",21.8109491917141,"R",0.776184058250887,0.574467275602624,294.960949191714
"220","21","deep","422","ML2d","DLAB",5,2102,"ML2",21.3023130257722,"R",0.579180967822711,0.456906337840459,294.452313025772
"221","21","shallow","112","SA2d","PAST",4,2102,"SA2",21.2923555243154,"R",0.404776240030428,0.339878030337706,294.442355524315
"222","21","shallow","211","SC1d","MCAV",9,2102,"SC1",21.4101126499957,"R",0.457569546808439,0.376770354610762,294.560112649996
"223","21","shallow","311","SF1d","OFRA",3,2102,"SF1",21.3456845229046,"R",0.539080033711457,0.431184857215744,294.495684522905
"224","21","shallow","411","SL1d","DLAB",6,2102,"SL1",21.2980243609394,"R",0.694014226109393,0.527100994134029,294.448024360939
"225","21","deep","122","MA2d","PAST",6,2103,"MA2",21.5506171720112,"R",0.276250857653875,0.243926762507384,294.700617172011
"226","21","deep","222","MC2d","MCAV",9,2103,"MC2",21.6981714564298,"R",0.351639953607116,0.301318635651286,294.84817145643
"227","21","deep","321","MF1d","OFRA",1,2103,"MF1",21.3617957281801,"R",0.57840553494713,0.456415182402285,294.51179572818
"228","21","deep","421","ML1d","DLAB",7,2103,"ML1",21.7577710861378,"R",0.684017862222172,0.521182522784173,294.907771086138
"229","21","shallow","113","SA3d","PAST",10,2103,"SA3",21.6491651234362,"R",0.480665250977523,0.392491480687633,294.799165123436
"230","21","shallow","213","SC3d","MCAV",3,2103,"SC3",21.4176562910238,"R",0.290121790393977,0.25473662507525,294.567656291024
"231","21","shallow","312","SF2d","OFRA",2,2103,"SF2",21.3159365075692,"R",0.482442452974791,0.393691033581376,294.465936507569
"232","21","shallow","412","SL2d","DLAB",4,2103,"SL2",21.4807313177778,"R",0.465332140911789,0.382081934118468,294.630731317778
"233","23","deep","121","MA1c","PAST",7,2301,"MA1",23.3870853391127,"R",0.579213478241408,0.45692692451464,296.537085339113
"234","23","deep","221","MC1c","MCAV",5,2301,"MC1",23.1944192415106,"R",0.308525622408884,0.268901024308678,296.344419241511
"235","23","deep","321","MF1c","OFRA",9,2301,"MF1",23.3144942810748,"R",0.612444675711829,0.477751459463126,296.464494281075
"236","23","deep","423","ML3c","DLAB",2,2301,"ML3",23.1716544029706,"R",0.38829994624013,0.328079938335094,296.321654402971
"237","23","shallow","111","SA1c","PAST",6,2301,"SA1",23.1993224144729,"R",0.729891112687959,0.548058465886044,296.349322414473
"238","23","shallow","212","SC2c","MCAV",10,2301,"SC2",23.3406085535674,"R",0.497716827817187,0.403941833726069,296.490608553567
"239","23","shallow","313","SF3c","OFRA",8,2301,"SF3",23.2177268332433,"R",0.514757906575567,0.415255628552439,296.367726833243
"240","23","shallow","412","SL2c","DLAB",3,2301,"SL2",23.2663212418921,"R",0.841875291683875,0.61078423287228,296.416321241892
"241","23","deep","122","MA2c","PAST",8,2302,"MA2",23.1163090488822,"R",0.447164566328648,0.36960617050446,296.266309048882
"242","23","deep","223","MC3c","MCAV",2,2302,"MC3",23.3558086382283,"R",0.454033109293561,0.374341150030583,296.505808638228
"243","23","deep","323","MF3c","OFRA",10,2302,"MF3",23.2355921592581,"R",0.516561505391068,0.416445604786031,296.385592159258
"244","23","deep","421","ML1c","DLAB",5,2302,"ML1",23.2327647115508,"R",0.487329788664838,0.396982424101945,296.382764711551
"245","23","shallow","112","SA2c","PAST",1,2302,"SA2",23.4373790997428,"R",0.493747909269044,0.401288337044182,296.587379099743
"246","23","shallow","213","SC3c","MCAV",7,2302,"SC3",23.5380181108365,"R",0.367912707088205,0.313286006556338,296.688018110836
"247","23","shallow","311","SF1c","OFRA",3,2302,"SF1",23.3830523264856,"R",0.499787855352653,0.405323668341134,296.533052326486
"248","23","shallow","411","SL1c","DLAB",6,2302,"SL1",23.2340489458794,"R",0.678744234469515,0.518046034430658,296.384048945879
"249","23","deep","123","MA3c","PAST",10,2303,"MA3",23.4924094355107,"R",0.434015662644937,0.360478664464319,296.642409435511
"250","23","deep","222","MC2c","MCAV",4,2303,"MC2",23.4442847993886,"R",0.367428301062054,0.312931823271862,296.594284799389
"251","23","deep","322","MF2c","OFRA",1,2303,"MF2",23.4526231169607,"R",0.593591187137165,0.465990077672994,296.602623116961
"252","23","deep","422","ML2c","DLAB",8,2303,"ML2",23.478961586271,"R",0.501059631534075,0.406171279732997,296.628961586271
"253","23","shallow","113","SA3c","PAST",9,2303,"SA3",23.6706858414875,"R",0.452400534948917,0.373217728878629,296.820685841487
"254","23","shallow","211","SC1c","MCAV",5,2303,"SC1",23.502122949498,"R",0.221621093469667,0.200178741857091,296.652122949498
"255","23","shallow","312","SF2c","OFRA",6,2303,"SF2",23.4581155918177,"R",0.714225251508206,0.538961230157141,296.608115591818
"256","23","shallow","413","SL3c","DLAB",7,2303,"SL3",23.6235708049436,"R",0.566456264688672,0.448815911894077,296.773570804944
"257","26","deep","122","MA2b","PAST",10,2601,"MA2",26.4812173840184,"R",0.452151357563901,0.373046151716404,299.631217384018
"258","26","deep","221","MC1b","MCAV",3,2601,"MC1",26.3946463898883,"R",0.420437319667467,0.35096479579646,299.544646389888
"259","26","deep","323","MF3b","OFRA",8,2601,"MF3",26.335688225262,"R",0.953493550568922,0.66961933403271,299.485688225262
"260","26","deep","423","ML3b","DLAB",7,2601,"ML3",26.4580673556819,"R",0.723917808120809,0.544599496001068,299.608067355682
"261","26","shallow","111","SA1b","PAST",2,2601,"SA1",26.3841617940058,"R",0.742409348310405,0.555268838374088,299.534161794006
"262","26","shallow","211","SC1b","MCAV",6,2601,"SC1",26.2472134143493,"R",0.30014603780251,0.26247659492935,299.397213414349
"263","26","shallow","311","SF1b","OFRA",1,2601,"SF1",26.5115418045914,"R",0.799759031488814,0.587652784545441,299.661541804591
"264","26","shallow","413","SL3b","DLAB",9,2601,"SL3",26.458387476697,"R",0.978372863851772,0.682274720921828,299.608387476697
"265","26","deep","121","MA1b","PAST",8,2603,"MA1",26.4143759992239,"R",0.610709545013032,0.476674793099938,299.564375999224
"266","26","deep","223","MC3b","MCAV",1,2603,"MC3",26.666110223654,"R",0.521359329268182,0.419604230785322,299.816110223654
"267","26","deep","322","MF2b","OFRA",4,2603,"MF2",26.6495668309248,"R",0.640305122833648,0.49488227503918,299.799566830925
"268","26","deep","422","ML2b","DLAB",5,2603,"ML2",26.4149311969158,"R",0.537432728726165,0.430113966067277,299.564931196916
"269","26","shallow","112","SA2b","PAST",7,2603,"SA2",26.6216197608568,"R",0.464808833320716,0.381724744753697,299.771619760857
"270","26","shallow","213","SC3b","MCAV",9,2603,"SC3",26.5806811798675,"R",0.305539784997096,0.266616583604297,299.730681179867
"271","26","shallow","312","SF2b","OFRA",3,2603,"SF2",26.5230555606011,"R",0.607956158295993,0.474963905643787,299.673055560601
"272","26","shallow","412","SL2b","DLAB",6,2603,"SL2",26.3620030285078,"R",0.608039513705538,0.47501574365482,299.512003028508
"273","29","deep","122","MA2e","PAST",8,2901,"MA2",29.1768091705985,"R",0.364147751634072,0.310529875867202,302.326809170598
"274","29","deep","222","MC2e","MCAV",3,2901,"MC2",29.1773564174648,"R",0.375528737631091,0.318838193662314,302.327356417465
"275","29","deep","321","MF1e","OFRA",1,2901,"MF1",29.1591723407332,"R",0.657433278392773,0.505270187904317,302.309172340733
"276","29","deep","421","ML1e","DLAB",10,2901,"ML1",29.1892964975825,"R",0.654517547769854,0.503509454409628,302.339296497582
"277","29","shallow","113","SA3e","PAST",7,2901,"SA3",29.3808035796681,"R",0.513331269699658,0.41431335974963,302.530803579668
"278","29","shallow","311","SF1e","OFRA",2,2901,"SF1",29.1134691930643,"R",0.669795078883899,0.512700911644362,302.263469193064
"279","29","shallow","413","SL3e","DLAB",6,2901,"SL3",29.1200156052983,"R",0.629122754429712,0.48804168247738,302.270015605298
"280","29","deep","123","MA3e","PAST",8,2902,"MA3",29.1420986361843,"R",0.655340321511561,0.504006620022865,302.292098636184
"281","29","deep","223","MC3e","MCAV",5,2902,"MC3",29.2864702727036,"R",0.511957437711417,0.413405127699371,302.436470272704
"282","29","deep","323","MF3e","OFRA",1,2902,"MF3",29.3275485016598,"R",0.881288295389449,0.631956805661056,302.47754850166
"283","29","deep","422","ML2e","DLAB",3,2902,"ML2",29.3158044918081,"R",0.657182906082029,0.505119116228271,302.465804491808
"284","29","shallow","112","SA2e","PAST",6,2902,"SA2",29.2679944945239,"R",0.385158681392166,0.325814704478786,302.417994494524
"285","29","shallow","211","SC1e","MCAV",10,2902,"SC1",29.3190493456975,"R",0.424806628453049,0.354036105181433,302.469049345697
"286","29","shallow","213","SC3e","MCAV",2,2902,"SC3",29.1899911221662,"R",0.612523707590876,0.47780047196165,302.339991122166
"287","29","shallow","313","SF3e","OFRA",7,2902,"SF3",29.3921144238329,"R",0.709543376772891,0.536226303728444,302.542114423833
"288","29","shallow","412","SL2e","DLAB",9,2902,"SL2",29.2074199254572,"R",0.804730225049808,0.590411120808414,302.357419925457
"289","29","deep","121","MA1e","PAST",6,2903,"MA1",29.6400007930604,"R",0.555588209440493,0.441853743841889,302.79000079306
"290","29","deep","221","MC1e","MCAV",10,2903,"MC1",29.6035194004364,"R",0.333563027962163,0.287854328586464,302.753519400436
"291","29","deep","322","MF2e","OFRA",2,2903,"MF2",29.6957953139517,"R",0.765948437124721,0.568687904204391,302.845795313952
"292","29","deep","423","ML3e","DLAB",8,2903,"ML3",29.5831295184759,"R",0.781239912547511,0.577309701887566,302.733129518476
"293","29","shallow","111","SA1e","PAST",1,2903,"SA1",29.7193452181465,"R",0.757063812742491,0.563644127693126,302.869345218146
"294","29","shallow","212","SC2e","MCAV",9,2903,"SC2",29.7227075232307,"R",0.409857827256901,0.343488867573522,302.872707523231
"295","29","shallow","312","SF2e","OFRA",5,2903,"SF2",29.6499692094689,"R",0.622574959096339,0.484014368280143,302.799969209469
"296","29","shallow","411","SL1e","DLAB",4,2903,"SL1",29.7424306586238,"R",0.734324105791579,0.550617773113648,302.892430658624
"297","32","deep","122","MA2g","PAST",9,3201,"MA2",32.0426657535535,"R",0.651674505696494,0.501789625235673,305.192665753553
"298","32","deep","221","MC1g","MCAV",6,3201,"MC1",31.9293267234873,"R",0.440783786514481,0.365187261703079,305.079326723487
"299","32","deep","323","MF3g","OFRA",10,3201,"MF3",31.8626747162836,"R",0.754178847431555,0.562000854220256,305.012674716284
"300","32","deep","422","ML2g","DLAB",3,3201,"ML2",31.921297218859,"R",0.782387258757875,0.577953622362326,305.071297218859
"301","32","shallow","111","SA1g","PAST",4,3201,"SA1",31.9429321051429,"R",0.585210959878925,0.460717496187939,305.092932105143
"302","32","shallow","213","SC3g","MCAV",5,3201,"SC3",31.7847736919404,"R",0.415265754326033,0.347317325705236,304.93477369194
"303","32","shallow","312","SF2g","OFRA",2,3201,"SF2",31.9570757322504,"R",1.21696215727843,0.796137861150841,305.10707573225
"304","32","shallow","413","SL3g","DLAB",1,3201,"SL3",31.9855262764726,"R",1.00947328638868,0.697872641157987,305.135526276473
"305","32","deep","121","MA1g","PAST",8,3202,"MA1",32.2054396592302,"R",0.699050805739093,0.530069745561766,305.35543965923
"306","32","deep","222","MC2g","MCAV",4,3202,"MC2",32.241086216742,"R",0.510812880256132,0.412647837273975,305.391086216742
"307","32","deep","322","MF2g","OFRA",10,3202,"MF2",32.3654068175597,"R",0.545232885514819,0.435174633951384,305.51540681756
"308","32","deep","423","ML3g","DLAB",7,3202,"ML3",32.4525335666085,"R",0.828438309288422,0.603462219612344,305.602533566608
"309","32","shallow","112","SA2g","PAST",1,3202,"SA2",32.4090446711201,"R",0.525290878423606,0.422185131820729,305.55904467112
"310","32","shallow","211","SC1g","MCAV",5,3202,"SC1",29.8856030054142,"R",0.417867220737857,0.349153785317869,303.035603005414
"311","32","shallow","313","SF3g","OFRA",9,3202,"SF3",32.3138415354225,"R",0.930910015385911,0.657991402353267,305.463841535422
"312","32","shallow","412","SL2g","DLAB",2,3202,"SL2",32.3288980737393,"R",0.771514140822516,0.571834627692047,305.478898073739
"313","32","deep","123","MA3g","PAST",8,3203,"MA3",32.5255886813322,"R",0.655169675909812,0.503903526782227,305.675588681332
"314","32","deep","223","MC3g","MCAV",5,3203,"MC3",32.8802604839583,"R",0.443471991233046,0.367051316560971,306.030260483958
"315","32","deep","321","MF1g","OFRA",3,3203,"MF1",32.777208806021,"R",1.05044115410219,0.718054967121755,305.927208806021
"316","32","deep","421","ML1g","DLAB",10,3203,"ML1",32.7138466818839,"R",0.636331313184662,0.492456731848883,305.863846681884
"317","32","shallow","113","SA3g","PAST",9,3203,"SA3",32.6782548073785,"R",0.592273553296918,0.46516290262149,305.828254807378
"318","32","shallow","212","SC2g","MCAV",7,3203,"SC2",33.034729953501,"R",0.714058698072938,0.538864065839454,306.184729953501
"319","32","shallow","311","SF1g","OFRA",6,3203,"SF1",32.8867973381759,"R",0.870187966543484,0.626038942683187,306.036797338176
"320","32","shallow","411","SL1g","DLAB",4,3203,"SL1",32.9860066609741,"R",0.945697398764232,0.66562047257917,306.136006660974
"321","34","deep","123","MA3f","PAST",1,3401,"MA3",34.1739974998538,"R",0.554339040153654,0.441050400706334,307.323997499854
"322","34","deep","221","MC1f","MCAV",8,3401,"MC1",34.2096512023865,"R",0.684285108487794,0.521341205817443,307.359651202386
"323","34","deep","323","MF3f","OFRA",6,3401,"MF3",34.1667543331256,"R",0.86789788231852,0.624813671459323,307.316754333126
"324","34","deep","322","ML2f","DLAB",3,3401,"ML2",34.2897852861855,"R",0.542525020433968,0.433420697368586,307.439785286185
"325","34","shallow","113","SA3f","PAST",5,3401,"SA3",34.1245101016504,"R",0.443191683596565,0.366857107834955,307.27451010165
"326","34","shallow","211","SC1f","MCAV",2,3401,"SC1",34.2958071331742,"R",0.591621396854967,0.464753243093596,307.445807133174
"327","34","shallow","311","SF1f","OFRA",9,3401,"SF1",34.2956877072994,"R",0.931978591958235,0.658544654961975,307.445687707299
"328","34","shallow","413","SL3f","DLAB",10,3401,"SL3",34.4701499796024,"R",0.741289834291893,0.554626122686901,307.620149979602
"329","34","deep","122","MA2f","PAST",10,3402,"MA2",34.2980809850746,"R",0.493500781309003,0.401122881813497,307.448080985075
"330","34","deep","223","MC3f","MCAV",2,3402,"MC3",34.1725817970436,"R",0.689950262368937,0.52469909795097,307.322581797044
"331","34","deep","321","MF1f","OFRA",7,3402,"MF1",34.2727020267888,"R",1.04554470785881,0.715664114838176,307.422702026789
"332","34","deep","421","ML1f","DLAB",4,3402,"ML1",34.1262150531505,"R",0.869709349965026,0.625782990960149,307.276215053151
"333","34","shallow","112","SA2f","PAST",3,3402,"SA2",34.1913574799467,"R",0.488480330346176,0.397755686973333,307.341357479947
"334","34","shallow","213","SC3f","MCAV",5,3402,"SC3",34.0203281903235,"R",0.386693192797244,0.326921914843187,307.170328190323
"335","34","shallow","313","SF3f","OFRA",6,3402,"SF3",34.0995228258357,"R",0.764595312142522,0.567921379190371,307.249522825836
"336","34","shallow","411","SL1f","DLAB",9,3402,"SL1",34.2301639772949,"R",1.10938936905959,0.746398507054177,307.380163977295
"337","34","deep","121","MA1f","PAST",7,3403,"MA1",34.311771560969,"R",0.826569021530271,0.602439355496386,307.461771560969
"338","34","deep","222","MC2f","MCAV",8,3403,"MC2",34.3660970871992,"R",0.823603775040157,0.600814639458185,307.516097087199
"339","34","deep","322","MF2f","OFRA",9,3403,"MF2",34.5279216570237,"R",1.05541595450904,0.720478238419171,307.677921657024
"340","34","deep","423","ML3f","DLAB",1,3403,"ML3",33.957320296213,"R",0.809098529089936,0.592828670982969,307.107320296213
"341","34","shallow","111","SA1f","PAST",2,3403,"SA1",33.9702744165525,"R",0.782731694375491,0.578146847678629,307.120274416552
"342","34","shallow","212","SC2f","MCAV",3,3403,"SC2",34.181941585715,"R",0.576655284573133,0.455305694722866,307.331941585715
"343","34","shallow","312","SF2f","OFRA",10,3403,"SF2",34.3579524792097,"R",0.838339774426895,0.608862867799248,307.50795247921
"344","34","shallow","412","SL2f","DLAB",4,3403,"SL2",34.0582187100576,"R",0.692203490992933,0.526031520496878,307.208218710058
"345","36","deep","123","MA3a","PAST",8,3601,"MA3",35.9802890206083,"R",0.835697564707402,0.607424553524728,309.130289020608
"346","36","deep","222","MC2a","MCAV",1,3601,"MC2",36.0347646748148,"R",0.652336232398228,0.502190184896664,309.184764674815
"347","36","deep","321","MF1a","OFRA",9,3601,"MF1",36.0027311943914,"R",1.20567491916105,0.791033547851438,309.152731194391
"348","36","deep","422","ML2a","DLAB",7,3601,"ML2",36.0109235315223,"R",0.772858020935091,0.572592945450817,309.160923531522
"349","36","shallow","113","SA3a","PAST",4,3601,"SA3",35.8658587907036,"R",0.587956208958579,0.462447786222155,309.015858790704
"350","36","shallow","213","SC3a","MCAV",10,3601,"SC3",36.0797433295076,"R",0.40221547626166,0.338053468858376,309.229743329508
"351","36","shallow","311","SF1a","OFRA",2,3601,"SF1",35.9013917429198,"R",0.879676053183428,0.631099449857941,309.05139174292
"352","36","shallow","411","SL1a","DLAB",6,3601,"SL1",35.5761634357631,"R",0.94020177680901,0.662791976331149,308.726163435763
"353","36","deep","121","MA1a","PAST",4,3602,"MA1",36.1226983774118,"R",0.76985692441301,0.570898709653555,309.272698377412
"354","36","deep","223","MC3a","MCAV",9,3602,"MC3",36.3435391326458,"R",0.723526880130246,0.544372703099317,309.493539132646
"355","36","deep","323","MF3a","OFRA",1,3602,"MF3",36.0773883887009,"R",0.780660936840712,0.576984608216305,309.227388388701
"356","36","deep","421","ML1a","DLAB",6,3602,"ML1",36.0912052553993,"R",1.02479274108247,0.705467345237643,309.241205255399
"357","36","shallow","111","SA1a","PAST",8,3602,"SA1",36.2539213552576,"R",0.858570271450264,0.619807520882577,309.403921355258
"358","36","shallow","211","SC1a","MCAV",5,3602,"SC1",36.0367992817613,"R",0.458418394961435,0.377352557414013,309.186799281761
"359","36","shallow","313","SF3a","OFRA",10,3602,"SF3",36.402404503536,"R",0.557073042542361,0.442807804110124,309.552404503536
"360","36","shallow","413","SL3a","DLAB",2,3602,"SL3",36.1313676047803,"R",1.48049907979483,0.908459781783219,309.28136760478
"361","36","deep","122","MA2a","PAST",3,3603,"MA2",37.055114635736,"R",0.289991301107739,0.254635475023511,310.205114635736
"362","36","deep","221","MC1a","MCAV",5,3603,"MC1",36.791082269694,"R",0.357490618057604,0.305637861610619,309.941082269694
"363","36","deep","322","MF2a","OFRA",1,3603,"MF2",36.9746175894263,"R",0.699637856293861,0.530415202659478,310.124617589426
"364","36","deep","423","ML3a","DLAB",2,3603,"ML3",36.9874524161799,"R",0.706943769850154,0.534704502350088,310.13745241618
"365","36","shallow","112","SA2a","PAST",9,3603,"SA2",36.9411748313831,"R",0.926035958277502,0.655463983127667,310.091174831383
"366","36","shallow","212","SC2a","MCAV",8,3603,"SC2",36.9038856214555,"R",0.704225159837401,0.533110555732737,310.053885621455
"367","36","shallow","312","SF2a","OFRA",6,3603,"SF2",36.801695568285,"R",0.733542454760954,0.550166976619484,309.951695568285
"368","36","shallow","412","SL2a","DLAB",4,3603,"SL2",36.8740753060221,"R",0.645093596197586,0.497797279983291,310.024075306022
